"公司名","曾用名","联系电话","公司网站","法人","地址","简介__","简介____-","简介","注册资本","公司状态","工商注册号","组织机构代码","统一信用代码","公司类型","纳税人识别号","所属行业","人员规模","实缴资本","登记机关","参保人数","英文名","注册地址","经营范围","法人简介","执照实拍","当前企业网址","邮箱","注册时间","成立日期"
"重庆喜福实业有限公司喜来登大酒店","-","暂无","http://www.starwoodhotels.com/sheraton/property/ov","董耀武 ","重庆市南岸区南滨路78号"," ","","","-","存续(在营、开业、在册)","500108300016669","58018703-4","91500108580187034R","分公司","91500108580187034R","住宿和餐饮业","500-999人","-","重庆市工商行政管理局南岸区分局","-","ChongqingXifuPropertyCo.,Ltd.SheratonHotel","重庆市南岸区南滨路78号","餐饮服务:大型餐馆(含凉菜、生食海产品、裱花蛋糕、现榨果蔬汁、水果拼盘、散装啤酒);住宿;茶座、游泳馆、健身房、酒吧、咖啡馆、桑拿室、美容、理发。(按许可证核定事项和期限从事经营)销售工艺美术品、日用百货、五金、交电、普通机械、建筑、装饰材料及化工产品(不含危险化学品),房地产信息咨询;房屋租赁;办公服务(不含打字、复印、刻章、印刷服务)、洗衣服务。(法律、行政法规禁止的项目,不得经营;法律、行政法规规定应经审批或许可的项目,经批准后方可经营)。","https://www.qichacha.com/pl_pad4fb3263f89e225218a45dd7ad3a23.html","http://qccdata.qichacha.com/ECIScreen/df0577ba9d776eb768f7d434e2bc5483/20180713154837596.png","https://www.qichacha.com/firm_df0577ba9d776eb768f7d434e2bc5483.html","Finance.01964@sheraton.com","2017-03-16","2011-08-09"
"","","","","","","重庆喜来登大酒店是重庆市内最豪华的国际酒店，将为您提供舒适、奢华而时尚的极致体验。酒店坐落于雄伟的长江之畔，毗邻风景秀丽的南滨路，地理位置优越。酒店从引人注目的地标性双塔玻璃外观设计，到融合了中国传统元素与优雅欧洲风格的时尚室内装潢，精心打造的完美细节，无不给人留下终生难忘的深刻印象。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 重庆喜来登大酒店拥有401间豪华舒适的超大客房和套房，是您放松身心的理想港湾。酒店80平米的特色顶级客房，可饱览秀丽多姿的长江美景，让您尽情领略独一无二的迷人风情。行政楼层更可提供无与伦比的舒适体验，客人可在该楼层的行政贵宾厅享用早餐和晚间鸡尾酒。宾客可步入设计醒目的酒店大堂，在环境宜人的大堂吧内啜饮美味鸡尾酒。也可在酒店的健身俱乐部和水疗中心内放松身心、焕发活力，或在冬暖夏凉的泳池中饱览城市美景。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 酒店可提供多达14间会议室，共计2256平米的会议和宴会空间，即使举办特大型活动也绰绰有余。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 酒店热诚期待您光临重庆喜来登大酒店——无论商务出差、会议活动还是休闲旅游，这里都将成为您的理想下榻之选。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 酒店开业时间2011年9月1日，主楼高49层，客房总数404间（套）。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆市开州区中原房地产开发有限公司奉节分公司","-","暂无","暂无","傅明祥 ","重庆市奉节县新民镇观音庵社区2社",""," ","","-","存续(在营、开业、在册)","500236311243878","MA5UC50J-8","91500236MA5UC50J8Q","分公司","91500236MA5UC50J8Q","科学研究和技术服务业","-","-","重庆市奉节县工商行政管理局","-","-","重庆市奉节县新民镇观音庵社区2社","为所隶属法人企业承接其建筑资质范围内的业务;建筑材料(不含危险化学品)销售(以上经营范围法律、法规禁止经营的,不得经营;法律、法规、国务院规定需经审批的,未获审批前,不得经营。)***","https://www.qichacha.com/pl_p210ab6d5d97e5a51bc97b8c77e3a4ea.html","未上传","https://www.qichacha.com/firm_0c58f456be0fee17f0ba9bfbde072f76.html","暂无","2017-02-22","2017-02-22"
"重庆鸿利兴家具有限公司","-","暂无","http://www.cqhlxjj.com","曾彩霞 ","重庆市潼南县桂林街道办事处铁钉村5社",""," ","","10万人民币元","存续(在营、开业、在册)","500106000037573","67869843-0","-","有限责任公司","-","制造业","-","10万人民币元","重庆市工商行政管理局潼南区分局","-","-","重庆市潼南县桂林街道办事处铁钉村5社","家具加工、销售。(以上范围国家法律、法规禁止经营的不得经营;国家法律、法规规定应经审批而未获审批前不得经营)*","https://www.qichacha.com/pl_p427aa878260914e509f3e3b7b8d828f.html","未上传","https://www.qichacha.com/firm_6a107c42581654ea9d44ae27cdc65321.html","472217024@qq.com","2014-12-02","2008-10-15"
"重庆饭来了科技有限公司财富中心分公司","-","暂无","暂无","孙万松 ","重庆市渝北区洪湖西路24号A栋负一楼4-1",""," ","","-","存续(在营、开业、在册)","500905311201208","MA5U870H-5","91500000MA5U870H5E","分公司","91500000MA5U870H5E","科学研究和技术服务业","-","-","重庆两江新区市场和质量监督管理局","-","-","重庆市渝北区洪湖西路24号A栋负一楼4-1","计算机软件开发与销售;计算机系统服务;货物及技术进出口;企业管理咨询;餐饮企业管理;餐饮服务(须经审批的经营项目,取得审批后方可从事经营)。【依法须经批准的项目,经相关部门批准后方可开展经营活动】","https://www.qichacha.com/pl_p10297c255dd1875a3153981c9228069.html","http://qccdata.qichacha.com/ECIScreen/a82d45ca768a01720451d61017fdc646/20170803224950529.png","https://www.qichacha.com/firm_a82d45ca768a01720451d61017fdc646.html","暂无","2016-10-28","2016-10-28"
"三河市泛联众驰房产经纪有限公司","-","暂无","暂无","王秀荣 ","河北省廊坊市三河市燕郊开发区燕顺路西侧、神威北路北侧地中海风情纳丹堡东侧1#商业...",""," ","","50万人民币元","存续（在营、开业、在册）","131082000080306","MA07NU19-0","91131082MA07NU190D","有限责任公司(自然人投资或控股)","91131082MA07NU190D","房地产业","-","-","廊坊市三河市工商行政管理局","-","-","河北省廊坊市三河市燕郊开发区燕顺路西侧、神威北路北侧地中海风情纳丹堡东侧1#商业25","新建房屋买卖代理服务;二手房买卖经纪服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","https://www.qichacha.com/pl_p2040217d1573f22d07fefadfc2e3251.html","http://qccdata.qichacha.com/ECIScreen/4d6e7b2c6318265fe653582506d027ff/20170910183017015.png","https://www.qichacha.com/firm_4d6e7b2c6318265fe653582506d027ff.html","暂无","2016-03-16","2016-03-16"
"重庆馨逸酒店管理有限公司","-","暂无","暂无","张科 ","重庆市渝中区长江二路173号九楼",""," ","","20万人民币元","存续(在营、开业、在册)","500103008552607","MA5U4UCT-0","91500103MA5U4UCT0E","有限责任公司(自然人独资)","91500103MA5U4UCT0E","租赁和商务服务业","-","-","重庆市工商行政管理局渝中区分局","-","-","重庆市渝中区长江二路173号九楼","酒店企业管理;餐饮企业管理;企业管理咨询;商务信息咨询;会议及展览服务(法律、法规规定需审批或许可的项目除外);健康管理咨询(不含治疗和医疗健康咨询以及国家有专项规定的项目);按摩。『以上范围法律、法规、国务院决定禁止经营的不得经营;法律、法规、国务院决定规定应经审批而未获审批前不得经营』★★","https://www.qichacha.com/pl_p8ab017b67a4a3cd2be31b98e64c5f42.html","未上传","https://www.qichacha.com/firm_8cdc9290c4d9ae75e39cecd854b7a48a.html","暂无","2016-03-03","2016-03-03"
"重庆鸿利园商贸有限公司","-","暂无","暂无","田广友 ","重庆市渝北区人和万年二支路105、107、109(幢号为2幢)",""," ","","500万人民币元","存续(在营、开业、在册)","500905009197715","MA5U8HWK-0","91500000MA5U8HWK08","有限责任公司(自然人独资)","91500000MA5U8HWK08","批发和零售业","-","-","重庆两江新区市场和质量监督管理局","-","-","重庆市渝北区人和万年二支路105、107、109(幢号为2幢)","销售:办公用品、钢材、五金交电、建筑材料(不含危险化学品)、装饰材料(不含危险化学品)、化工原料(不含危险化学品)、电子产品(不含电子出版物)、机械电子设备、日用百货、化妆品、服装、鞋帽、纺织品、塑胶制品、工艺美术品。【依法须经批准的项目,经相关部门批准后方可开展经营活动】","https://www.qichacha.com/pl_p12ed0b8e105f0005b3b10a808db66ae.html","未上传","https://www.qichacha.com/firm_344e2bfb8e5635ab1df0a3407e7d3005.html","18523476112@139.com","2017-11-28","2016-11-24"
"重庆市铜梁区龙逸大酒店有限公司","-","暂无","暂无","康笃阳 ","重庆市铜梁区巴川街道办事处龙门街306号",""," ","","10万人民币元","存续(在营、开业、在册)","500224005082503","30522032-X","9150022430522032XT","有限责任公司","9150022430522032XT","住宿和餐饮业","-","-","重庆市工商行政管理局铜梁区分局","-","-","重庆市铜梁区巴川街道办事处龙门街306号","住宿服务;茶水服务;餐饮服务(取得相关行政许可后,在许可范围内从事经营)。*酒店管理。*","https://www.qichacha.com/pl_p9298fb5bce36d9a5d1452b9f7351c5a.html","http://qccdata.qichacha.com/ECIScreen/3781874f7ed6091cb35d77bfe4faec60/20170810131221269.png","https://www.qichacha.com/firm_3781874f7ed6091cb35d77bfe4faec60.html","暂无","2016-06-30","2014-09-22"
"重庆长城宽带网络服务有限公司南坪营业厅","-","暂无","http://www.gwbn.net.cn","高志妮 ","重庆市经开区青龙路8号3幢1-2号"," ","","","-","存续(在营、开业、在册)","500108300019237","79801592-1","91500108798015921M","分公司","91500108798015921M","信息传输、软件和信息技术服务业","100-499人","-","重庆市工商行政管理局南岸区分局","-","-","重庆市经开区青龙路8号3幢1-2号","为其所隶属企业法人承接其经营范围内的业务。*","https://www.qichacha.com/pl_pa1d75a0581d363a15175f2345c0eef5.html","未上传","https://www.qichacha.com/firm_c561c63dd116bdade54b9a9a487ed66d.html","wuyujiao1@btte.net","2017-09-30","2007-01-09"
"","","","","","","长城宽带网络服务有限公司（Great Wall Broadband Network Service Co., Ltd.缩写为GWBN）成立于2000年4月，由长城科技股份有限公司（H股上市公司）、中国长城计算机深圳股份有限公司（A股上市公司）、深圳开发科技股份有限公司（A股上市公司）联合投资设立的高科技网络公司；2002年4月中信集团正式注资长宽，长宽注册资本提升至三十亿元人民币，中信集团拥有长宽50％股份。通过双方的战略协同和资源整合，为用户提供从接入到骨干、从天空到地面的端到端宽带解决方案。总部设于北京，并在全国30多个城市设有分支机构。 重庆长城宽带网络服务有限公司作为北京总部在重庆的分公司。成立于2001年8月，主要负责长宽在重庆地区的网络建设维护和运营。目前公司的宽带网络主要分布渝中，南岸，九龙坡，江北，渝北，沙坪坝等几大主城区，覆盖面积达到30万平方米，在网用户4万多户。为了公司未来的发展和壮大，现诚邀社会各大英才的加入，一经公司录用提供完善的福利待遇和晋升空间。\r","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," \r公司地址： 重庆市高新区科园三路106#金果园D2商务楼4-1","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆洋世达物业管理有限公司","-","暂无","http://www.cqrc.net/person/showdw.aspx?bh=10002115","何长君 ","重庆市南岸区南坪东路阳光华庭C2栋"," ","","","2000万人民币元","存续(在营、开业、在册)","500108000031688","20316470-X","9150010820316470XN","有限责任公司","9150010820316470XN","房地产业","-","580万人民币元","重庆市工商行政管理局南岸区分局","-","ChongqingYangshidaRealEstateManagementCo.,Ltd.","重庆市南岸区南坪东路阳光华庭C2栋","物业管理服务壹级(按资质证书核定期限经营);游泳馆经营(须取得相应许可证后方可开展经营活动);茶座服务;商务信息咨询服务;房地产经纪;市场设施及摊位出租;健身服务;家政服务;服装干洗服务;小区园林绿化设计及施工;园林绿化养护;停车场管理服务;餐饮管理;会务服务;发布国内外广告;销售:日用杂品(不含烟花爆竹)、电子产品(不含电子出版物);安防设备、机械设备销售及相关技术服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。","https://www.qichacha.com/pl_pcad9dd612d9931ab00b86e0ffb2940a.html","http://qccdata.qichacha.com/ECIScreen/21d53956f55c09900173a69673a83f7e/20170808162836579.png","https://www.qichacha.com/firm_21d53956f55c09900173a69673a83f7e.html","ysdwg188@126.com","2017-12-12","1998-03-23"
